Verkiezing;;Gemeenteraad 's-Hertogenbosch 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datum;;2022-03-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebied;;Gemeente 's-Hertogenbosch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nummer;;0796;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lijstnummer;Aanduiding;Volgnummer;Naam kandidaat;Totaal;Stembureau Stadskantoor;Stembureau Groot Tuighuis;Stembureau Orangerie (A);Stembureau Orangerie (B);Stembureau Stadsklooster San Damiano;Stembureau Willem Twee Poppodium;Stembureau Tijdelijke Unit Centraal Station;Stembureau Tijdelijke Unit Centraal Station (maandag);Stembureau Tijdelijke Unit Centraal Station (dinsdag);Stembureau Mobiel stembureau (beperkt open);Stembureau Mobiel Stembureau (beperkt open);Stembureau Mobiel Stembureau (beperkt open);Stembureau Stadskantoor (maandag;Stembureau Stadskantoor (dinsdag);Stembureau Scouting Lucas;Stembureau Lucaskerk;Stembureau Sportzaal Weberstraat;Stembureau Provinciehuis;Stembureau Wijkcentrum de Stolp;Stembureau Sportzaal Rijnstraat (A);Stembureau Sportzaal Rijnstraat (B);Stembureau Verzamelgebouw Seringenstraat;Stembureau Buurthuis Graafsewijk Noord;Stembureau Kindcentrum Het IJzeren Kind;Stembureau SCC De Biechten (A);Stembureau SCC De Biechten (B);Stembureau Sportzaal Rijnstraat;Stembureau Sportzaal Rijnstraat;Stembureau Herstelacademie De Stijl;Stembureau Trefpunt De Slinger;Stembureau Kantoorpand achter Brandweerkazerne;Stembureau Koning Willem I College / Vlijmenseweg;Stembureau Koning Willem I College / Onderwijsboulevard;Stembureau Stichting De Westhoek;Stembureau 't Buurthuis;Stembureau RK Annakerk;Stembureau Sporthal de Schutskamp (A);Stembureau Sporthal de Schutskamp (B);Stembureau Sporthal de Schutskamp (A maandag);Stembureau Sporthal de Schutskamp (A dinsdag);Stembureau Sportzaal Churchilllaan;Stembureau Gereformeerde Kerk 's-Hertogenbosch;Stembureau Weener XL;Stembureau Nico Schuurmanshuis;Stembureau D'n Boerderij restaurant;Stembureau Clubhuis Voetbalvereniging TGG;Stembureau BBS Haren-Donk-Reit;Stembureau Gymzaal Eekbrouwersweg (A);Stembureau Gymzaal Eekbrouwersweg (B);Stembureau Gymzaal Eekbrouwersweg (A maandag);Stembureau Gymzaal Eekbrouwersweg (A dinsdag);Stembureau Brede Bossche School De Hambaken;Stembureau Buurtcentrum Noorderpoort Samen Doen;Stembureau Steunpunt Epigoon;Stembureau Sporthal Maaspoort (A);Stembureau Sporthal Maaspoort (B);Stembureau Sporthal Sociaal Cultureel Centrum De Schans A;Stembureau Sporthal Sociaal Cultureel Centrum De Schans B;Stembureau Gymzaal Meanderschool (A);Stembureau Gymzaal Meanderschool (B);Stembureau Kindcentrum Sterrenbosch;Stembureau Sporthal Sociaal Cultureel Centrum De Schans (MA);Stembureau Sporthal Sociaal Cultureel Centrum De Schans (DI);Stembureau Sportzaal Meerwijkweg (A);Stembureau Sportzaal Meerwijkweg (B);Stembureau Sportzaal Meerwijkweg (A maandag);Stembureau Sportzaal Meerwijkweg (A dinsdag);Stembureau Sportzaal Engelerhout (A);Stembureau Sportzaal Engelerhout (B);Stembureau Sportzaal Engelerhout (A maandag);Stembureau Sportzaal Engelerhout (A dinsdag);Stembureau Steunpunt Van Meeuwenhof;Stembureau Sociaal Cultureel Centrum Perron-3;Stembureau Basisschool De Krommenhoek;Stembureau Sportzaal Overlaet (A);Stembureau Sportzaal Overlaet (B);Stembureau Sportzaal Overlaet (A maandag);Stembureau Sportzaal Overlaet (A dinsdag);Stembureau HEVO Seniorenvereniging;Stembureau Oude Basisschool Kruisstraat;Stembureau Buro3o;Stembureau Sporthal de Hazelaar (A);Stembureau Sporthal de Hazelaar (B);Stembureau Sporthal de Hazelaar (A maandag);Stembureau Sporthal de Hazelaar (A dinsdag);Stembureau H. Laurentiuskerk;Stembureau De Vrolijke Schutters;Stembureau Wijkcentrum Windkracht 5 (A);Stembureau Wijkcentrum Windkracht 5 (B);Stembureau Wijkcentrum Windkracht 5 (A maandag);Stembureau Wijkcentrum Windkracht 5 (A dinsdag);Stembureau Hof Eyghentijds;Stembureau Postduivenvereniging de Zwaluw;Stembureau De Hazenkamp;Stembureau Gemeenschapshuis De Meent (A);Stembureau Gemeenschapshuis De Meent (B);Stembureau Gemeenschapshuis de Meent (maandag);Stembureau Gemeenschapshuis De Meent (dinsdag);Stembureau Gemeenschapshuis 't Zijl;Stembureau Gemeenschapshuis 't Zijl  (maandag);Stembureau Gemeenschapshuis 't Zijl (dinsdag)
;;35;Morel, F.;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;36;Andeweg, H.;6;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1
;;37;van Osch, R.P.M.;48;2;0;0;1;0;2;4;3;1;0;0;0;0;0;3;0;0;0;0;1;0;2;0;1;0;0;0;0;3;1;0;1;0;0;1;0;0;0;0;0;4;1;1;1;0;0;0;2;1;0;0;1;0;0;1;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
;;38;van Noort-Trum, M.M.G.;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;39;Ronnes, P.J.M.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;40;van der Beek, J.M.F.;14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;41;Oostra, T.H.J.;13;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;42;Hermans, J.H.;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;43;van Uffelen, R.H.J.;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;44;Oerlemans, J.J.;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;45;Snijders, G.J.;9;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;;46;Bots, R.T.M.;8;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;47;Weterings, C.B.P.;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;48;Stemerdink, A.;12;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;49;van der Wens-Gruijters, M.P.;17;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;1;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
;;50;Dirkse-Köbben, E.A.;17;0;1;1;2;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;"Leefbaar 's-Hertogenbosch" Paul Kagie;;;3130;54;15;32;56;38;12;92;40;41;11;9;3;32;53;26;82;31;25;61;5;10;37;52;35;37;28;26;30;26;74;10;31;11;43;21;40;45;55;62;74;52;55;24;44;50;28;51;39;51;32;52;21;15;62;18;23;42;62;65;55;33;43;70;24;17;15;20;48;34;22;36;14;23;18;9;7;2;7;12;7;10;8;7;5;20;20;9;53;34;25;19;25;13;4;7;8;6;2;53;13;22
;;1;Kagie, P.E.;1685;28;9;15;21;24;9;44;30;23;7;8;3;22;28;11;61;21;15;27;2;6;21;28;8;27;15;19;20;12;48;4;18;6;23;13;21;24;37;45;54;32;41;11;30;27;14;23;17;32;18;23;7;9;36;8;8;22;31;17;19;16;13;37;10;5;7;12;25;15;12;17;7;14;12;4;3;2;4;7;5;6;5;2;2;10;8;4;25;20;12;10;9;6;3;3;6;3;2;24;9;7
;;2;Mees, H.J.M.;181;1;1;0;2;0;0;1;4;1;2;0;0;0;2;3;2;3;1;7;1;0;0;3;4;3;1;1;2;3;3;1;3;0;2;1;4;2;0;5;1;2;1;6;3;2;5;5;2;3;6;7;0;0;1;1;2;2;2;9;5;3;5;5;2;7;0;2;1;1;0;3;1;0;0;0;1;0;0;2;1;0;0;1;0;5;0;1;2;0;0;0;1;2;0;0;0;0;0;0;1;0
;;3;Krol-Gumbs, M.I.;250;4;0;2;6;2;2;12;1;4;0;0;0;2;6;2;9;0;2;4;0;1;2;1;0;3;3;1;2;4;2;0;3;1;3;3;5;8;6;1;7;4;5;0;4;9;2;5;6;6;1;1;5;1;2;2;1;5;10;12;4;0;1;5;1;1;0;2;2;1;1;3;0;1;1;0;0;0;1;0;1;1;2;1;0;1;4;1;6;4;4;1;1;2;0;1;0;0;0;1;0;0
;;4;Kieft, J.N.;37;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;3;0;0;1;0;1;1;0;0;0;0;0;1;2;3;4;5;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;5;Kagie, M.P.;263;11;1;10;17;4;0;15;2;5;0;0;0;7;13;3;5;5;5;4;1;1;2;3;3;2;1;0;3;1;10;2;3;2;3;1;2;3;4;5;0;6;2;4;3;3;4;1;2;0;1;1;2;1;2;2;5;5;5;0;5;1;1;1;5;1;1;1;4;4;1;0;3;0;1;3;3;0;2;0;0;0;0;0;1;0;3;1;7;1;0;0;2;2;1;0;0;0;0;0;0;0
;;6;Roelofsen, M.T.;47;3;0;1;2;1;0;4;0;2;0;0;0;0;2;1;1;0;0;0;0;0;1;2;0;0;0;3;0;1;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;1;0;0;1;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0
;;7;van den Bergh, E.R.N.;61;2;0;0;1;0;0;2;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;2;0;0;2;0;0;2;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;1;2;1;1;0;2;0;1;1;3;0;8;4;3;5;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
;;8;Timmermans, J.;77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;2;0;1;0;1;0;1;1;1;6;2;0;3;2;14;11;0;8;9;0;0;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;9;van Eenbergen, A.J.M.;72;0;4;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;13;2;4;1;3;0;0;7;8;9;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;1
;;10;Princen, D.J.A.;105;2;0;0;0;2;0;0;0;0;0;0;0;0;0;1;2;0;2;6;1;2;5;5;13;2;1;0;2;0;0;0;0;0;0;0;3;1;0;1;2;2;2;1;3;2;0;4;0;1;0;2;2;1;1;1;0;0;4;1;3;1;0;2;1;1;0;0;0;2;2;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0
;;11;Kuipers-Vaes, J.H.;19;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;12;van Creij, L.J.P.W.;15;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;2;1;1;0;1;0;0;0;1;0;1;0;0
;;13;van der Wurff, R.M.;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;21;0;10
;;14;Aoulad Belkacem, F.;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;1;0;0;0;0;1;0;0;0;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;15;Kemme, A.G.H.;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;2;12;3;5;11;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;16;de Laat, J.P.M.;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;4;3;2
;;17;van Gaalen-van Rumpt, H.H.;10;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
;;18;Beune, G.J.M.;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
;;19;Sluiter, F.H.A;13;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;20;van Roosmalen, A.J.M.;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0
;;21;Salaye, S.K.A.;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;22;Verdoorn, J.L.;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;23;van Esch, J.G.J.;47;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;1;2;0;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;4;3;2;12;0;0;0;0;0;0;0;0;0
;;24;van Stippent, J.A.S.;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;25;Dalloo, H.A.D.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;26;Megens-Ruthsatz, M.L.A.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;27;van de Wiel, W.J.A.M.;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;7;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;28;van Boven-van der Horst, M.J.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;29;Janssen-van Opstal, J.M.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;30;Peperkamp, C.A.H.M.;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;31;Gijsberts, J.H.M.L.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;32;van Laarhoven-Janse, A.M.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;33;Scheepens-Verhagen, P.C.;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
